PFid	pfam_name	Aaoar1	Aciri1_meta	Altal1	Altbr1	Amnli1	Aplpr1	Aspnid1	Aulhe2	Aurpu_var_mel1	Aurpu_var_nam1	Aurpu_var_pul1	Aurpu_var_sub1	Bauco1	Bimnz1	Botci1	Botdo1_1	Bysci1	Cenge3	Cerzm1	Clael1	Clafu1	Cocca1	CocheC5_3	Cocim1	Coclu2	Cocmi1	Cocsa1	Cocvi1	Corca1	Cucbe1	Decga1	Delco1	Didex1	Disac1	Dotse1	Dotsy1	Erebi1	Fusgr1	Glost2	Hyspu1_1	Karrh1	Lenfl1	Lepmu1	Leppa1	Linin1	Lizem1	Lopma1	Lopmy1	Macan1	Macph1	Maseb1	Melpu1	Micmi1	Mycfi2	Mycgr3	Myrdu1	Mytre1	Neopa1	Neucr2	Ophdi1	Parsp1	Patat1	Photr1	Phycit1	Pieho1_1	Plesi1	Polci1	Polfu1	Psehy1	Pyrco1	Pyrsp1	Pyrtr1	Pyrtt1	Rhili1	Rhyru1_1	Sacpr1	Sclsc1	Sepmu1	Seppo1	Setho1	Settu1	Spofi1	Stano2	Stasp1	Ternu1	Totfu1	Trepe1	Tribi1	Tryvi1	Tubme1	Venin1	Venpi1	Veren1	Wesor1	Zasce1	Zoprh1	Zymar1	Zymps1
PF13501.1	SoxY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PF13504.1	LRR_7	4	5	4	2	5	4	5	5	3	4	7	4	5	4	3	4	5	3	7	5	5	2	4	4	6	3	3	3	4	4	3	3	5	6	6	5	4	5	3	4	3	5	4	4	5	4	5	4	4	6	4	5	3	9	4	4	4	5	5	4	4	5	3	6	3	5	5	4	4	7	4	4	5	3	3	4	6	6	6	2	5	6	4	4	5	4	4	6	5	5	5	3	5	5	4	4	5	6
PF13506.1	Glyco_transf_21	5	4	7	5	5	6	5	8	8	8	9	7	8	4	7	9	5	7	9	6	6	7	7	4	6	7	9	7	10	6	5	5	4	6	9	6	5	6	11	6	3	6	4	7	4	4	6	7	4	10	5	7	8	9	8	5	6	7	6	8	4	4	9	8	5	4	6	7	11	4	6	7	7	7	6	8	5	8	7	7	5	2	4	8	9	10	5	10	3	4	5	5	6	6	7	6	8	9
PF13507.1	GATase_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF13508.1	Acetyltransf_7	24	20	18	9	16	16	22	15	17	12	16	17	12	20	14	19	18	17	16	16	12	14	16	18	15	14	12	14	23	18	14	14	11	12	12	14	14	23	19	22	19	19	11	17	23	14	23	20	16	14	15	23	19	21	9	17	20	13	11	17	26	12	16	9	12	18	17	18	12	13	21	14	14	16	15	10	13	13	8	19	12	9	12	19	15	14	22	10	16	6	15	13	25	16	23	21	13	11
PF13510.1	Fer2_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
PF13513.1	HEAT_EZ	10	7	11	8	6	9	12	10	8	8	9	7	8	10	10	8	11	9	8	12	8	9	10	9	10	11	10	10	9	9	9	10	13	8	7	8	8	11	8	9	10	10	9	9	8	16	8	9	12	10	11	8	9	7	8	8	10	9	12	10	8	9	10	10	8	8	9	10	9	8	9	11	11	10	9	12	10	8	8	9	10	9	8	8	7	10	10	7	6	11	7	9	9	10	7	7	8	8
PF13515.1	FUSC_2	3	3	2	2	2	3	4	4	2	3	4	4	3	2	5	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	2	6	3	2	2	2	2	2	2	2	2	3	2	2	2	3	3	2	3	2	4	2	2	2	3	1	2	2	3	2	4	2	3	4	2	2	2	3	2	2	4	3	3	2	2	2	2	2	3	3	2	2	2	3	2	2	1	1	4	1	3	3
PF13516.1	LRR_6	8	7	6	6	6	4	6	8	6	7	6	5	6	7	5	5	6	7	7	6	5	6	5	4	5	6	8	7	8	4	6	6	5	9	4	6	6	9	5	6	8	7	4	7	7	5	4	8	5	7	7	6	5	6	9	5	6	5	7	7	8	8	6	8	7	8	4	5	5	9	8	7	7	4	7	8	6	5	5	7	6	8	4	5	5	8	7	6	8	7	8	6	8	4	4	6	7	7
PF13517.1	VCBS	0	0	1	0	1	0	3	1	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	0	2	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	1	0	0	1	0	0	0	17	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	3	0	0	0
PF13518.1	HTH_28	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	10	0	2	3	0	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	4	0	0
PF13519.1	VWA_2	4	4	4	1	7	4	3	4	5	5	6	4	4	4	2	4	7	14	3	3	6	4	5	3	4	4	6	4	5	3	4	2	3	4	6	3	6	6	8	6	3	7	4	9	13	4	4	6	4	4	5	5	5	5	4	3	7	3	7	7	4	3	4	4	2	3	4	5	2	4	6	5	4	7	6	3	3	4	4	5	4	5	3	4	3	7	7	6	5	7	3	5	7	4	5	11	4	4
PF13520.1	AA_permease_2	55	43	46	26	54	35	55	32	46	50	49	46	24	41	44	57	46	62	46	31	50	42	40	30	45	42	38	41	58	40	27	39	34	26	39	32	22	58	62	55	50	47	28	51	64	43	58	46	39	42	49	57	36	52	37	37	52	54	22	42	57	29	45	29	20	46	59	58	30	20	62	34	35	57	54	33	41	38	38	46	32	40	39	47	38	43	57	25	33	15	43	47	38	27	85	72	36	36
PF13521.1	AAA_28	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	2	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1
PF13522.1	GATase_6	4	5	6	6	5	6	5	5	6	6	6	6	6	6	4	6	5	6	8	5	5	6	7	5	6	6	6	5	7	7	5	6	6	7	4	6	4	5	5	5	5	6	4	5	6	5	6	5	6	5	5	5	4	5	5	6	5	5	4	6	6	5	6	4	5	5	8	6	5	4	5	5	5	5	5	6	4	5	5	7	7	4	6	6	6	7	5	5	7	3	4	5	6	5	9	5	6	5
PF13523.1	Acetyltransf_8	4	3	3	2	4	6	5	2	6	5	5	4	2	3	3	8	3	2	2	3	4	3	4	3	4	4	4	4	3	3	3	2	6	3	2	3	3	8	3	2	3	4	4	1	3	3	3	3	5	4	4	3	3	3	3	5	3	5	3	3	3	3	3	2	2	3	2	3	3	2	4	3	2	6	3	2	2	4	4	3	3	3	3	3	2	4	3	4	2	1	4	6	3	4	5	4	3	3
PF13524.1	Glyco_trans_1_2	0	1	0	0	0	1	0	2	2	1	1	1	2	0	1	0	0	2	1	0	2	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	2	0	0	0	2	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	2	0	1	0	0	1	1	0	0	2	4	0	1	1	0	1	1	2	1	1
PF13527.1	Acetyltransf_9	1	3	3	1	2	2	1	1	2	0	0	2	2	4	3	1	4	2	2	4	0	3	3	3	3	3	3	3	5	2	1	3	2	1	2	2	1	1	3	1	2	3	5	1	2	2	1	5	2	4	3	2	2	5	2	1	2	2	5	3	4	2	3	0	0	3	0	2	1	2	2	4	2	0	2	1	1	1	1	5	3	2	1	3	1	0	6	1	2	0	1	2	5	1	3	3	1	2
PF13528.1	Glyco_trans_1_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13531.1	SBP_bac_11	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	1	0	1	2	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PF13532.1	2OG-FeII_Oxy_2	6	5	7	4	7	6	7	7	9	9	8	8	6	8	6	7	7	5	6	7	6	6	6	5	7	6	4	6	7	7	7	5	6	6	5	7	6	4	4	6	8	7	7	6	6	7	7	7	7	7	6	7	7	6	6	8	7	1	6	7	8	6	7	6	4	7	6	7	6	7	6	7	6	6	5	7	8	6	6	7	6	6	7	7	6	9	7	7	5	5	7	6	6	7	7	5	6	5
PF13533.1	Biotin_lipoyl_2	2	1	2	1	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	2	1	1	2	2	2	0	2	1	2	2	0	1	1	2	1	1	1	1	1	3	2	1	2	4	2	2	1	0	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	1	1	2	2	1	1	0	1	1	1	1	1	2	1	1	2	0	1	1	1	3	0	2	2	3
PF13534.1	Fer4_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
PF13535.1	ATP-grasp_4	12	9	11	8	12	12	13	11	11	10	12	12	10	12	11	14	11	9	12	10	12	10	11	10	11	12	10	12	13	8	12	10	11	13	15	12	10	11	12	9	12	9	10	11	12	11	11	9	13	14	9	12	10	12	10	13	8	10	10	12	11	8	10	9	6	10	15	9	9	11	12	10	13	12	11	10	12	11	11	11	10	9	9	9	11	9	11	9	11	6	11	11	13	9	13	13	9	9
PF13536.1	EmrE	5	4	4	3	4	3	2	4	3	2	1	2	4	2	0	2	2	4	2	2	3	4	3	2	4	3	5	4	2	2	2	4	2	2	3	1	3	5	4	3	2	2	3	4	2	2	4	5	2	2	2	3	4	3	3	4	5	1	5	2	2	2	3	0	2	2	4	2	2	4	3	3	3	4	3	2	2	4	4	3	4	2	3	2	3	5	2	7	4	2	2	2	2	2	3	4	3	3
PF13537.1	GATase_7	3	4	4	4	3	4	5	4	5	5	5	5	4	4	4	6	4	5	6	3	4	4	5	3	4	4	4	4	4	5	3	4	4	6	5	5	3	5	4	3	4	5	3	3	5	3	5	3	4	5	4	3	4	4	4	4	3	5	4	4	5	4	5	4	5	3	7	5	5	4	4	3	4	3	3	5	4	4	4	6	6	3	4	4	5	4	4	3	5	3	2	3	5	3	6	3	5	3
PF13538.1	UvrD_C_2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	2	0	1	1	1	2	2	1	3	1	1	1	1	3	1	0	1	0	1	1	1	2	1	1	3	1	1	1	0	2	1	1	1	2	0	1	2	1	1	1	3	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	0	1	1
PF13540.1	RCC1_2	6	4	5	3	5	4	5	4	5	5	5	5	4	5	5	4	6	4	4	5	4	5	5	3	4	5	4	5	5	5	5	5	5	4	4	5	4	5	3	5	5	5	5	4	6	5	5	4	5	4	6	5	5	4	4	5	4	3	7	5	4	5	5	4	4	5	4	3	5	5	5	5	5	3	4	4	6	4	4	5	5	5	5	5	4	5	5	4	5	6	4	4	5	5	4	5	4	5
PF13541.1	ChlI	1	1	2	2	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	2	1	2	2	1	2	2	2	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	0	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF13549.1	ATP-grasp_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
PF13551.1	HTH_29	0	2	0	0	0	0	4	1	2	1	1	0	2	1	0	0	1	5	1	3	1	1	1	0	3	1	6	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	3	0	2	0	1	3	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	6	0	0	0	1	0	0	0	1	0	2	0	0	1	0	10	1	1
PF13555.1	AAA_29	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1
PF13558.1	SbcCD_C	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1
PF13559.1	DUF4129	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13561.1	adh_short_C2	132	85	119	80	104	90	100	95	76	73	83	84	96	100	74	148	97	67	94	87	111	103	92	41	99	90	89	96	161	96	68	75	80	63	93	81	69	91	111	125	115	125	58	112	104	83	141	158	87	114	108	148	83	98	98	75	145	105	52	116	131	59	94	65	29	105	87	124	80	39	157	81	84	172	121	78	59	74	63	121	96	63	88	124	85	96	129	53	103	33	87	83	105	58	208	132	95	94
PF13563.1	2_5_RNA_ligase2	2	0	3	2	2	1	0	0	1	1	2	1	1	2	1	2	3	0	2	1	1	3	3	1	3	3	3	3	3	2	3	1	3	1	1	3	0	2	1	2	3	3	2	1	2	2	2	3	3	2	2	2	1	1	1	1	4	0	1	2	3	1	3	0	0	1	1	2	1	0	4	2	3	1	1	0	0	1	1	3	3	1	3	3	1	1	3	0	1	1	1	0	2	1	1	2	1	1
PF13564.1	DoxX_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF13565.1	HTH_32	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
PF13570.1	PQQ_3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13574.1	Reprolysin_2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	1	1	4	1	2	2	1	1	1	2	1	1	1	3	1	1	4	1	1	1	1	1	4	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
PF13576.1	Pentapeptide_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13577.1	SnoaL_4	7	3	11	5	6	3	7	4	4	5	5	3	4	9	5	8	6	5	2	6	4	4	6	0	7	5	5	6	6	4	3	3	6	1	5	4	1	3	4	7	7	9	2	7	6	3	8	7	3	9	6	10	4	6	4	3	4	7	4	6	7	1	8	1	1	4	3	6	1	1	6	4	4	6	4	2	3	2	2	6	7	4	4	9	3	4	7	2	9	0	5	5	4	3	23	7	3	5
PF13578.1	Methyltransf_24	5	5	2	1	3	3	4	2	3	3	4	3	2	4	3	6	2	1	1	2	3	1	2	2	3	2	1	1	4	2	1	2	2	1	2	2	2	4	5	2	2	2	2	3	3	4	3	4	3	4	4	4	4	5	1	5	3	5	2	2	2	4	2	1	0	3	3	2	8	3	3	2	2	6	3	2	2	1	1	2	3	2	1	3	4	5	2	1	5	1	2	2	2	1	7	4	1	1
PF13579.1	Glyco_trans_4_4	1	3	2	1	1	3	2	3	2	2	2	2	1	2	1	3	2	3	2	2	2	3	3	3	3	3	3	3	3	2	2	3	2	3	2	2	1	3	3	2	3	1	2	2	2	3	2	2	2	3	3	2	3	3	2	2	2	1	2	2	3	2	2	2	3	1	3	2	3	1	2	3	2	2	3	2	1	1	2	2	3	1	3	2	3	2	2	3	3	2	2	3	2	2	3	3	1	1
PF13582.1	Reprolysin_3	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	6	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1	2	2	1	2	2	2	3	1	1	1	1	3	1	2	2	2	3	4	1	3	4	1	1	4	2	4	2	2	1	2	1	2	3	3	2	2	2	2	2	1	1	2	0	3	4	3	1	1	2	2	2	1	2	1	2	1	1	1	1	1	4	2	2	3
PF13583.1	Reprolysin_4	3	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	3	1	2	1	2	1	1	1	4	2	1	1	2	1	1	1	1	1	2	3	1	4	1	2	2	1	1	1	3	1	2	1	2	1	1	2	1	2	2	1	1	1	1	2	3	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	2	2	1	1	1	1	2	1	1	2	1	3	1	2	2	1	1	1	1	2	2
PF13586.1	DDE_Tnp_1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13587.1	DJ-1_PfpI_N	1	0	2	1	1	0	1	0	0	0	0	0	1	2	0	2	1	0	1	1	0	1	2	0	2	2	1	1	2	0	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	2	3	2	0	1	1	1	0	0	1	1	2	2	0	1	0	0	0	1	2	1	1	2	1	1	2	0	0	1	1	1	3	1	1	1	1	1	0	0	1	1	1	1	1	0	1	2	0	1	1
PF13589.1	HATPase_c_3	6	4	5	5	5	5	5	5	5	5	5	5	5	5	3	6	5	5	5	6	4	5	5	5	4	5	5	5	5	5	5	4	6	5	4	5	6	6	5	5	5	6	6	5	6	5	5	5	5	3	5	5	6	5	5	5	5	2	6	4	5	5	6	5	5	5	5	4	5	6	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	3	4	4	5	5	6	5	5	6	5	5
PF13592.1	HTH_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
PF13593.1	DUF4137	1	1	1	2	1	2	1	0	0	0	0	0	0	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	0	1	1	0	1	1	0	1	1	0	1	1	2	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	2	2	1	1	0	1	1	1
PF13594.1	Amidohydro_5	14	9	10	9	9	9	13	11	6	7	8	11	12	12	7	21	10	9	9	10	10	11	11	3	9	10	11	10	21	9	10	6	8	6	9	5	5	16	12	10	10	11	12	10	9	8	16	13	10	19	10	13	9	12	6	7	11	16	9	9	14	6	11	7	1	11	14	14	12	6	10	10	9	20	16	11	5	8	8	11	10	5	13	14	9	8	13	4	12	3	8	10	6	6	27	13	5	6
PF13596.1	PAS_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF13597.1	NRDD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13598.1	DUF4139	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0
PF13599.1	Pentapeptide_4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	1
PF13600.1	DUF4140	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0
PF13602.1	ADH_zinc_N_2	36	13	24	17	30	19	27	18	20	18	20	22	17	28	18	36	27	17	20	21	23	27	27	13	23	26	24	23	39	25	17	14	19	12	23	17	18	21	32	24	27	35	16	21	41	20	34	27	21	36	23	46	20	18	20	18	34	32	14	28	33	13	22	17	4	23	18	30	20	8	29	20	24	38	36	13	16	15	13	20	27	17	26	31	18	18	37	11	29	5	17	17	34	21	43	47	17	23
PF13603.1	tRNA-synt_1_2	3	1	2	2	2	2	2	2	1	1	1	1	1	2	2	2	3	3	1	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	4	3	2	3	2	2	3	2	2	2	2	2	2	3	1	1	1	1	2	2	2	2	2	2	2	2	1	2	0	2	4	2	2	2	2	1	3	2	2	2	1	2	2	2	2	2	1	2	2	2	3	2	2	2	2	2	1	3	1	1
PF13604.1	AAA_30	1	4	3	6	3	1	4	1	2	1	2	2	4	4	4	5	1	3	3	2	11	2	3	5	2	2	2	2	1	2	2	1	4	4	5	3	3	6	1	7	2	2	6	3	2	3	5	3	2	11	3	3	5	7	4	1	1	4	9	2	3	1	3	1	3	1	5	3	1	5	5	8	7	2	9	2	6	6	5	4	2	2	7	3	4	3	2	3	2	2	8	6	3	2	6	4	10	11
PF13606.1	Ank_3	43	17	30	17	60	54	40	21	23	14	27	14	19	71	46	77	87	198	25	35	24	39	52	33	54	39	39	44	50	30	32	29	29	35	20	28	22	67	120	55	37	94	19	127	81	29	70	46	42	36	28	87	31	28	24	26	85	20	33	66	36	17	27	22	10	29	32	65	25	144	54	33	31	35	55	9	30	18	18	45	34	21	39	47	25	26	66	15	78	7	19	21	66	24	40	265	27	33
PF13607.1	Succ_CoA_lig	3	3	2	2	2	2	2	2	3	3	2	2	2	2	1	2	2	3	3	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	3	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2	3	3	2	2	2	2	3	3	2	2	3	2	2	3	2	2	2	2	2	3	2	3	2	2	2	2	3	2	2	2	3	2	2	2	2	1	2	2	1	2	3	2	3	3
PF13614.1	AAA_31	2	1	2	1	2	2	2	3	2	2	2	2	2	2	1	2	3	2	2	2	1	2	2	2	2	2	2	2	2	3	2	2	2	1	1	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	1	1	2	2	1	2	2	2	4	2	1	4	2	1	3	2	2	2	2	2	2	2	2	1	1	0	2	2	3	1	3	1	2	2	2	3	3	3	2	2	2	1	3	1	1
